444,  6.67425E-02,  1.11948E-01,  9.90851E-01
445,  6.86538E-02,  1.16220E-01,  9.93336E-01
446,  7.06963E-02,  1.20706E-01,  9.96373E-01
447,  7.28508E-02,  1.25363E-01,  9.99038E-01
448,  7.50778E-02,  1.30111E-01,  9.99978E-01
449,  7.73325E-02,  1.34856E-01,  9.97844E-01
450,  7.95647E-02,  1.39493E-01,  9.91329E-01
451,  8.17368E-02,  1.43943E-01,  9.79657E-01
452,  8.38826E-02,  1.48281E-01,  9.63905E-01
453,  8.60598E-02,  1.52637E-01,  9.45573E-01
454,  8.83322E-02,  1.57157E-01,  9.26078E-01
455,  9.07704E-02,  1.62006E-01,  9.06735E-01
456,  9.34397E-02,  1.67331E-01,  8.88509E-01
457,  9.63577E-02,  1.73144E-01,  8.71353E-01
458,  9.95304E-02,  1.79417E-01,  8.54998E-01
459,  1.02964E-01,  1.86117E-01,  8.39198E-01
460,  1.06663E-01,  1.93202E-01,  8.23726E-01
461,  1.10629E-01,  2.00621E-01,  8.08307E-01
462,  1.14828E-01,  2.08315E-01,  7.92431E-01
463,  1.19217E-01,  2.16212E-01,  7.75569E-01
464,  1.23740E-01,  2.24231E-01,  7.57244E-01
465,  1.28336E-01,  2.32275E-01,  7.37043E-01
466,  1.32947E-01,  2.40257E-01,  7.14730E-01
467,  1.37570E-01,  2.48160E-01,  6.90558E-01
468,  1.42218E-01,  2.55987E-01,  6.64890E-01
469,  1.46905E-01,  2.63744E-01,  6.38078E-01
470,  1.51651E-01,  2.71441E-01,  6.10456E-01
471,  1.56475E-01,  2.79097E-01,  5.82346E-01
472,  1.61404E-01,  2.86755E-01,  5.54065E-01
473,  1.66464E-01,  2.94476E-01,  5.25903E-01
474,  1.71690E-01,  3.02323E-01,  4.98108E-01
475,  1.77116E-01,  3.10372E-01,  4.70894E-01
476,  1.82777E-01,  3.18692E-01,  4.44450E-01
477,  1.88685E-01,  3.27307E-01,  4.18992E-01
478,  1.94845E-01,  3.36232E-01,  3.94699E-01
479,  2.01261E-01,  3.45480E-01,  3.71707E-01
480,  2.07940E-01,  3.55066E-01,  3.50108E-01
481,  2.14875E-01,  3.64985E-01,  3.29904E-01
482,  2.22022E-01,  3.75142E-01,  3.10864E-01
483,  2.29316E-01,  3.85410E-01,  2.92741E-01
484,  2.36684E-01,  3.95646E-01,  2.75338E-01
485,  2.44046E-01,  4.05688E-01,  2.58497E-01
486,  2.51347E-01,  4.15435E-01,  2.42158E-01
487,  2.58695E-01,  4.25064E-01,  2.26504E-01
488,  2.66252E-01,  4.34851E-01,  2.11726E-01
489,  2.74202E-01,  4.45097E-01,  1.97960E-01
490,  2.82752E-01,  4.56137E-01,  1.85297E-01
491,  2.92071E-01,  4.68236E-01,  1.73751E-01
492,  3.02094E-01,  4.81255E-01,  1.63149E-01
493,  3.12673E-01,  4.94927E-01,  1.53311E-01
494,  3.23637E-01,  5.08947E-01,  1.44086E-01
495,  3.34786E-01,  5.22970E-01,  1.35351E-01
496,  3.45943E-01,  5.36701E-01,  1.27011E-01
497,  3.57126E-01,  5.50195E-01,  1.19017E-01
498,  3.68416E-01,  5.63616E-01,  1.11333E-01
499,  3.79907E-01,  5.77150E-01,  1.03934E-01
500,  3.91705E-01,  5.91003E-01,  9.67990E-02
501,  4.03905E-01,  6.05350E-01,  8.99169E-02
502,  4.16500E-01,  6.20160E-01,  8.32878E-02
503,  4.29453E-01,  6.35343E-01,  7.69157E-02
504,  4.42720E-01,  6.50796E-01,  7.08052E-02
505,  4.56252E-01,  6.66404E-01,  6.49614E-02
506,  4.69997E-01,  6.82055E-01,  5.94049E-02
507,  4.83926E-01,  6.97672E-01,  5.42076E-02
508,  4.98012E-01,  7.13186E-01,  4.94281E-02
509,  5.12227E-01,  7.28526E-01,  4.50993E-02
510,  5.26538E-01,  7.43612E-01,  4.12337E-02
511,  5.40923E-01,  7.58396E-01,  3.78142E-02
512,  5.55406E-01,  7.72966E-01,  3.47627E-02
513,  5.70025E-01,  7.87457E-01,  3.20029E-02
514,  5.84828E-01,  8.02017E-01,  2.94746E-02
515,  5.99867E-01,  8.16808E-01,  2.71300E-02
516,  6.15162E-01,  8.31919E-01,  2.49376E-02
517,  6.30569E-01,  8.47096E-01,  2.28931E-02
518,  6.45883E-01,  8.61972E-01,  2.09956E-02
519,  6.60880E-01,  8.76152E-01,  1.92427E-02
520,  6.75313E-01,  8.89214E-01,  1.76298E-02
521,  6.88975E-01,  9.00812E-01,  1.61501E-02
522,  7.01886E-01,  9.11006E-01,  1.47911E-02
523,  7.14140E-01,  9.19968E-01,  1.35407E-02
524,  7.25841E-01,  9.27890E-01,  1.23884E-02
525,  7.37108E-01,  9.34977E-01,  1.13252E-02
526,  7.48046E-01,  9.41414E-01,  1.03437E-02
527,  7.58684E-01,  9.47279E-01,  9.44092E-03
528,  7.69032E-01,  9.52622E-01,  8.61365E-03
529,  7.79099E-01,  9.57498E-01,  7.85831E-03
530,  7.88900E-01,  9.61962E-01,  7.17089E-03
531,  7.98472E-01,  9.66080E-01,  6.54648E-03
532,  8.07945E-01,  9.69966E-01,  5.97777E-03
533,  8.17478E-01,  9.73743E-01,  5.45794E-03
534,  8.27239E-01,  9.77539E-01,  4.98125E-03
535,  8.37403E-01,  9.81481E-01,  4.54287E-03
536,  8.48078E-01,  9.85629E-01,  4.13908E-03
537,  8.59064E-01,  9.89754E-01,  3.76794E-03
538,  8.70068E-01,  9.93551E-01,  3.42783E-03
539,  8.80779E-01,  9.96714E-01,  3.11696E-03
540,  8.90871E-01,  9.98931E-01,  2.83352E-03
541,  9.00057E-01,  9.99942E-01,  2.57556E-03
542,  9.08253E-01,  9.99692E-01,  2.34084E-03
543,  9.15433E-01,  9.98178E-01,  2.12722E-03
544,  9.21575E-01,  9.95405E-01,  1.93276E-03
545,  9.26660E-01,  9.91383E-01,  1.75573E-03
546,  9.30744E-01,  9.86199E-01,  1.59455E-03
547,  9.34160E-01,  9.80229E-01,  1.44783E-03
548,  9.37318E-01,  9.73906E-01,  1.31430E-03
549,  9.40634E-01,  9.67653E-01,  1.19281E-03
550,  9.44527E-01,  9.61876E-01,  1.08230E-03
551,  9.49291E-01,  9.56820E-01,  9.81819E-04
552,  9.54680E-01,  9.52151E-01,  8.90533E-04
553,  9.60309E-01,  9.47398E-01,  8.07687E-04
554,  9.65785E-01,  9.42105E-01,  7.32568E-04
555,  9.70703E-01,  9.35829E-01,  6.64512E-04
556,  9.74756E-01,  9.28274E-01,  6.02887E-04
557,  9.78055E-01,  9.19667E-01,  5.47062E-04
558,  9.80819E-01,  9.10356E-01,  4.96461E-04
559,  9.83271E-01,  9.00677E-01,  4.50571E-04
560,  9.85636E-01,  8.90949E-01,  4.08931E-04
561,  9.88085E-01,  8.81386E-01,  3.71136E-04
562,  9.90560E-01,  8.71834E-01,  3.36838E-04
563,  9.92945E-01,  8.62059E-01,  3.05723E-04
564,  9.95124E-01,  8.51840E-01,  2.77504E-04
565,  9.96979E-01,  8.40969E-01,  2.51918E-04
566,  9.98411E-01,  8.29303E-01,  2.28725E-04
567,  9.99391E-01,  8.16911E-01,  2.07699E-04
568,  9.99912E-01,  8.03910E-01,  1.88638E-04
569,  9.99965E-01,  7.90413E-01,  1.71357E-04
570,  9.99543E-01,  7.76526E-01,  1.55688E-04
571,  9.98615E-01,  7.62311E-01,  1.41480E-04
572,  9.97051E-01,  7.47669E-01,  1.28596E-04
573,  9.94701E-01,  7.32476E-01,  1.16912E-04
574,  9.91416E-01,  7.16622E-01,  1.06316E-04
575,  9.87057E-01,  7.00013E-01,  9.67045E-05
576,  9.81599E-01,  6.82647E-01,  8.79858E-05
577,  9.75451E-01,  6.64817E-01,  8.00756E-05
578,  9.69120E-01,  6.46858E-01,  7.28979E-05
579,  9.63093E-01,  6.29072E-01,  6.63837E-05
580,  9.57841E-01,  6.11728E-01,  6.04705E-05
581,  9.53664E-01,  5.94998E-01,  5.51020E-05
582,  9.50236E-01,  5.78783E-01,  5.02269E-05
583,  9.47086E-01,  5.62935E-01,  4.57988E-05
584,  9.43752E-01,  5.47321E-01,  4.17759E-05
585,  9.39781E-01,  5.31825E-01,  3.81202E-05
586,  9.34826E-01,  5.16354E-01,  3.47974E-05
587,  9.28917E-01,  5.00870E-01,  3.17763E-05
588,  9.22177E-01,  4.85350E-01,  2.90288E-05
589,  9.14729E-01,  4.69777E-01,  2.65294E-05
590,  9.06693E-01,  4.54142E-01,  2.42549E-05
591,  8.98170E-01,  4.38454E-01,  2.21847E-05
592,  8.89188E-01,  4.22778E-01,  2.02996E-05
593,  8.79759E-01,  4.07188E-01,  1.85826E-05
594,  8.69894E-01,  3.91752E-01,  1.70182E-05
595,  8.59605E-01,  3.76527E-01,  1.55924E-05
596,  8.48912E-01,  3.61559E-01,  1.42924E-05
597,  8.37865E-01,  3.46856E-01,  1.31066E-05
598,  8.26522E-01,  3.32422E-01,  1.20248E-05
599,  8.14940E-01,  3.18261E-01,  1.10373E-05
600,  8.03173E-01,  3.04378E-01,  1.01356E-05
601,  7.91253E-01,  2.90784E-01,  9.31202E-06
602,  7.79118E-01,  2.77506E-01,  8.55941E-06
603,  7.66691E-01,  2.64575E-01,  7.87141E-06
604,  7.53900E-01,  2.52012E-01,  7.24221E-06
605,  7.40680E-01,  2.39837E-01,  6.66657E-06
606,  7.26995E-01,  2.28065E-01,  6.13970E-06
607,  7.12905E-01,  2.16703E-01,  5.65727E-06
608,  6.98491E-01,  2.05754E-01,  5.21535E-06
609,  6.83829E-01,  1.95221E-01,  4.81036E-06
610,  6.68991E-01,  1.85104E-01,  4.43906E-06
611,  6.54037E-01,  1.75398E-01,  4.09850E-06
612,  6.38979E-01,  1.66091E-01,  3.78599E-06
613,  6.23825E-01,  1.57169E-01,  3.49911E-06
614,  6.08579E-01,  1.48620E-01,  3.23563E-06
615,  5.93248E-01,  1.40431E-01,  2.99354E-06
616,  5.77857E-01,  1.32591E-01,
617,  5.62493E-01,  1.25092E-01,
618,  5.47248E-01,  1.17928E-01,
619,  5.32209E-01,  1.11091E-01,
620,  5.17449E-01,  1.04573E-01,
621,  5.02993E-01,  9.83663E-02,
622,  4.88692E-01,  9.24685E-02,
623,  4.74376E-01,  8.68759E-02,
624,  4.59896E-01,  8.15834E-02,
625,  4.45125E-01,  7.65841E-02,
626,  4.30007E-01,  7.18683E-02,
627,  4.14687E-01,  6.74186E-02,
628,  3.99340E-01,  6.32176E-02,
629,  3.84122E-01,  5.92492E-02,
630,  3.69168E-01,  5.54990E-02,
631,  3.54580E-01,  5.19550E-02,
632,  3.40389E-01,  4.86103E-02,
633,  3.26609E-01,  4.54591E-02,
634,  3.13249E-01,  4.24945E-02,
635,  3.00316E-01,  3.97097E-02,
636,  2.87817E-01,  3.70952E-02,
637,  2.75762E-01,  3.46347E-02,
638,  2.64158E-01,  3.23125E-02,
639,  2.53009E-01,  3.01151E-02,
640,  2.42316E-01,  2.80314E-02,
641,  2.32061E-01,  2.60564E-02,
642,  2.22158E-01,  2.42011E-02,
643,  2.12516E-01,  2.24760E-02,
644,  2.03060E-01,  2.08870E-02,
645,  1.93730E-01,  1.94366E-02,
646,  1.84495E-01,  1.81200E-02,
647,  1.75402E-01,  1.69149E-02,
648,  1.66509E-01,  1.57991E-02,
649,  1.57865E-01,  1.47543E-02,
650,  1.49509E-01,  1.37660E-02,
651,  1.41470E-01,  1.28246E-02,
652,  1.33760E-01,  1.19304E-02,
653,  1.26383E-01,  1.10850E-02,
654,  1.19343E-01,  1.02892E-02,
655,  1.12638E-01,  9.54315E-03,
656,  1.06264E-01,  8.84609E-03,
657,  1.00208E-01,  8.19600E-03,
658,  9.44558E-02,  7.59059E-03,
659,  8.89934E-02,  7.02754E-03,
660,  8.38077E-02,  6.50455E-03,
661,  7.88865E-02,  6.01952E-03,
662,  7.42191E-02,  5.57093E-03,
663,  6.97952E-02,  5.15728E-03,
664,  6.56050E-02,  4.77687E-03,
665,  6.16384E-02,  4.42794E-03,
666,  5.78857E-02,  4.10832E-03,
667,  5.43366E-02,  3.81470E-03,
668,  5.09811E-02,  3.54392E-03,
669,  4.78096E-02,  3.29329E-03,
670,  4.48132E-02,  3.06050E-03,
671,  4.19831E-02,  2.84369E-03,
672,  3.93111E-02,  2.64175E-03,
673,  3.67892E-02,  2.45374E-03,
674,  3.44098E-02,  2.27875E-03,
675,  3.21660E-02,  2.11596E-03,
676,  3.00509E-02,  1.96456E-03,
677,  2.80594E-02,  1.82378E-03,
678,  2.61861E-02,  1.69287E-03,
679,  2.44260E-02,  1.57115E-03,
680,  2.27738E-02,  1.45798E-03,
681,  2.12238E-02,  1.35274E-03,
682,  1.97679E-02,  1.25476E-03,
683,  1.83986E-02,  1.16340E-03,
684,  1.71092E-02,  1.07812E-03,
685,  1.58939E-02,  9.98424E-04,
686,  1.47492E-02,  9.23962E-04,
687,  1.36773E-02,  8.54713E-04,
688,  1.26804E-02,  7.90652E-04,
689,  1.17590E-02,  7.31684E-04,
690,  1.09123E-02,  6.77653E-04,
691,  1.01373E-02,  6.28297E-04,
692,  9.42568E-03,  5.83108E-04,
693,  8.76917E-03,  5.41584E-04,
694,  8.16076E-03,  5.03294E-04,
695,  7.59453E-03,  4.67870E-04,
696,  7.06588E-03,  4.35007E-04,
697,  6.57252E-03,  4.04490E-04,
698,  6.11262E-03,  3.76138E-04,
699,  5.68440E-03,  3.49784E-04,
700,  5.28607E-03,  3.25278E-04,
701,  4.91573E-03,  3.02477E-04,
702,  4.57086E-03,  2.81237E-04,
703,  4.24908E-03,  2.61427E-04,
704,  3.94832E-03,  2.42930E-04,
705,  3.66675E-03,  2.25641E-04,
706,  3.40297E-03,  2.09478E-04,
707,  3.15632E-03,  1.94400E-04,
708,  2.92624E-03,  1.80370E-04,
709,  2.71213E-03,  1.67347E-04,
710,  2.51327E-03,  1.55286E-04,
711,  2.32895E-03,  1.44135E-04,
712,  2.15836E-03,  1.33830E-04,
713,  2.00071E-03,  1.24309E-04,
714,  1.85521E-03,  1.15513E-04,
715,  1.72108E-03,  1.07388E-04,
716,  1.59750E-03,  9.98800E-05,
717,  1.48342E-03,  9.29320E-05,
718,  1.37787E-03,  8.64907E-05,
719,  1.27998E-03,  8.05090E-05,
720,  1.18900E-03,  7.49453E-05,
721,  1.10433E-03,  6.97652E-05,
722,  1.02563E-03,  6.49470E-05,
723,  9.52602E-04,  6.04718E-05,
724,  8.84959E-04,  5.63207E-05,
725,  8.22396E-04,  5.24748E-05,
726,  7.64585E-04,  4.89142E-05,
727,  7.11110E-04,  4.56137E-05,
728,  6.61570E-04,  4.25490E-05,
729,  6.15612E-04,  3.96989E-05,
730,  5.72917E-04,  3.70443E-05,
731,  5.33206E-04,  3.45688E-05,
732,  4.96234E-04,  3.22588E-05,
733,  4.61782E-04,  3.01026E-05,
734,  4.29654E-04,  2.80893E-05,
735,  3.99670E-04,  2.62088E-05,
736,  3.71690E-04,  2.44529E-05,
737,  3.45650E-04,  2.28177E-05,
738,  3.21494E-04,  2.12995E-05,
739,  2.99155E-04,  1.98941E-05,
740,  2.78553E-04,  1.85965E-05,
741,  2.59583E-04,  1.74003E-05,
742,  2.42061E-04,  1.62931E-05,
743,  2.25809E-04,  1.52632E-05,
744,  2.10674E-04,  1.43005E-05,
745,  1.96528E-04,  1.33965E-05,
746,  1.83271E-04,  1.25449E-05,
747,  1.70868E-04,  1.17441E-05,
748,  1.59290E-04,  1.09929E-05,
749,  1.48506E-04,  1.02900E-05,
750,  1.38482E-04,  9.63397E-06,
751,  1.29179E-04,  9.02263E-06,
752,  1.20542E-04,  8.45301E-06,
753,  1.12519E-04,  7.92207E-06,
754,  1.05061E-04,  7.42700E-06,
755,  9.81226E-05,  6.96522E-06,
756,  9.16641E-05,  6.53422E-06,
757,  8.56455E-05,  6.13129E-06,
758,  8.00302E-05,  5.75391E-06,
759,  7.47858E-05,  5.39984E-06,
760,  6.98827E-05,  5.06711E-06,
761,  6.52966E-05,  4.75413E-06,
762,  6.10128E-05,  4.46019E-06,
763,  5.70183E-05,  4.18466E-06,
764,  5.32996E-05,  3.92690E-06,
765,  4.98430E-05,  3.68617E-06,
766,  4.66322E-05,  3.46157E-06,
767,  4.36424E-05,  3.25155E-06,
768,  4.08501E-05,  3.05464E-06,
769,  3.82346E-05,  2.86951E-06,
770,  3.57781E-05,  2.69504E-06,
771,  3.34676E-05,  2.53040E-06,
772,  3.13007E-05,  2.37550E-06,
773,  2.92761E-05,  2.23033E-06,
774,  2.73908E-05,  2.09478E-06,
775,  2.56411E-05,  1.96864E-06,
776,  2.40205E-05,  1.85152E-06,
777,  2.25160E-05,  1.74248E-06,
778,  2.11145E-05,  1.64060E-06,
779,  1.98046E-05,  1.54507E-06,
780,  1.85766E-05,  1.45518E-06,
781,  1.74228E-05,  1.37039E-06,
782,  1.63392E-05,  1.29045E-06,
783,  1.53228E-05,  1.21518E-06,
784,  1.43705E-05,  1.14437E-06,
785,  1.34792E-05,  1.07784E-06,
786,  1.26454E-05,  1.01538E-06,
787,  1.18652E-05,  9.56684E-07,
788,  1.11344E-05,  9.01491E-07,
789,  1.04493E-05,  8.49542E-07,
790,  9.80671E-06,  8.00606E-07,
791,  9.20363E-06,  7.54492E-07,
792,  8.63806E-06,  7.11091E-07,
793,  8.10815E-06,  6.70309E-07,
794,  7.61209E-06,  6.32045E-07,
795,  7.14808E-06,  5.96195E-07,
796,  6.71432E-06,  5.62639E-07,
797,  6.30876E-06,  5.31206E-07,
798,  5.92942E-06,  5.01726E-07,
799,  5.57450E-06,  4.74047E-07,
800,  5.24229E-06,  4.48030E-07,
801,  4.93115E-06,  4.23543E-07,
802,  4.63925E-06,  4.00453E-07,
803,  4.36488E-06,  3.78634E-07,
804,  4.10651E-06,  3.57978E-07,
805,  3.86280E-06,  3.38387E-07,
806,  3.63270E-06,  3.19787E-07,
807,  3.41579E-06,  3.02157E-07,
808,  3.21172E-06,  2.85486E-07,
809,  3.02010E-06,  2.69756E-07,
810,  2.84049E-06,  2.54942E-07,
811,  2.67239E-06,  2.41015E-07,
812,  2.51507E-06,  2.27920E-07,
813,  2.36783E-06,  2.15603E-07,
814,  2.22998E-06,  2.04014E-07,
815,  2.10091E-06,  1.93105E-07,
816,  1.98000E-06,  1.82829E-07,
817,  1.86657E-06,  1.73134E-07,
818,  1.75997E-06,  1.63969E-07,
819,  1.65964E-06,  1.55289E-07,
820,  1.56506E-06,  1.47054E-07,
821,  1.47580E-06,  1.39231E-07,
822,  1.39160E-06,  1.31804E-07,
823,  1.31221E-06,  1.24758E-07,
824,  1.23742E-06,  1.18078E-07,
825,  1.16700E-06,  1.11751E-07,
826,  1.10072E-06,  1.05760E-07,
827,  1.03839E-06,  1.00093E-07,
828,  9.79788E-07,  9.47349E-08,
829,  9.24725E-07,  8.96718E-08,
830,  8.73008E-07,  8.48902E-08,
